ID,VISIT,microb_large_emb_coord_1,microb_large_emb_coord_2,microb_large_emb_coord_3,microb_large_emb_coord_4,microb_large_emb_coord_5,microb_large_emb_coord_6,microb_large_emb_coord_7,microb_large_emb_coord_8,microb_large_emb_coord_9,microb_large_emb_coord_10,microb_large_emb_coord_11,microb_large_emb_coord_12,microb_large_emb_coord_13,microb_large_emb_coord_14,microb_large_emb_coord_15,microb_large_emb_coord_16,microb_large_emb_coord_17,microb_large_emb_coord_18,microb_large_emb_coord_19,microb_large_emb_coord_20
21,3,0.0436887297357886,0.049161254727931814,0.008491549669203617,0.014544781968692275,0.01339639174758415,-0.03177053309456078,0.03161830908985035,0.05276022628295491,-0.018506982132363417,0.020296621105935393,0.05862596170943188,0.00813205374560454,0.021434455337166636,0.007606987807281425,-0.009438002023812836,-0.010413918067927286,-0.016548774517627353,-0.008111030896476388,0.05189293672601535,0.027944474054593573
23,1,-0.00503552314795814,-0.11578252239074767,-0.02898138406437697,-0.06199593390610078,-0.02234794549524363,-0.024965539630441368,0.026203730727826745,0.07286842833601848,0.024655248885482556,-0.1713213675954225,0.007374796321500369,0.00842859866323903,0.1348314587936528,0.04591789564118114,0.030804267322565068,-0.01220141365756863,0.04342340510259847,0.06280073203951902,0.007986844822353118,-0.02386556523672426
24,1,0.020857388971831994,0.028665444293562613,-0.06367434010580807,0.053426066203179495,-0.022013346397716443,0.007556187336179709,-0.06815028565866549,0.036992555939353675,-0.04690448358842266,-0.02059596452595362,-0.046335940572851994,0.08687169379108955,-0.06594599293137178,0.05027381442929291,0.04852501961786969,0.053760089114476224,0.01760816281026768,0.009696464299736668,-0.014146212451958438,0.012797576290687973
24,3,0.03667843670739029,-0.015888256768182448,0.0918119069675459,0.10075741278356927,0.04130421977159513,0.026140900553106923,0.08357009730315204,-0.039734142708227886,0.01613555790470553,-0.01960666560349358,-0.04712638911376635,0.0583229517874422,0.011629911138390441,-0.03435204083196066,0.030015432320053787,-0.10464990563691684,0.06539547870375186,0.06955376178216519,-0.21185225097498545,0.11035782092428859
25,1,0.04361782894605238,0.01880492442514805,0.07276477633363851,0.047098551871634094,-0.021556591230513105,0.00640612381295799,0.05793702388025352,0.007148792639450612,-0.015066228627753366,-0.011550528675225848,0.009359050236400329,-0.023095905195602433,0.006118213408524084,0.0029981101341351383,-0.030122794299245952,-0.009595024262271204,0.028099344263661202,-0.04043621698215723,-0.03382467498424338,0.00015813094457974673
25,3,0.041674369795292335,-0.011033777404320051,0.0807089219740554,0.11683628698111947,0.0021259788523088547,-0.017367330235845482,0.09748385461943301,0.018037125365420608,-0.002870304149983563,-0.011383741287216193,-0.015793341694470765,-0.08005403098072521,-0.012902399652932188,0.03385406836972668,-0.03839041997052448,0.04194412668702291,-0.0032650664694931484,0.0019788156208329307,0.064881065544053,0.03597580224456614
26,1,0.007829836435500675,-0.04415302578514972,-0.05409434079201751,0.021665190303753232,-0.03452703848198102,-0.02265966336176446,-0.03661241763410811,-0.03630204718496396,0.03695696402942912,0.028331870778729104,-0.027648749394310047,0.04430086132320329,-0.06525085965744598,0.009153927863122987,0.023124343055538187,-0.07378475351256623,0.035231233643120204,-0.0758524799804142,0.02196164057877408,0.07114371837098021
26,3,0.005650212671344639,-0.0566868091688249,-0.06777006582611851,0.023597995685101392,-0.05935159980604069,-0.05059651205640089,-0.02213910929456156,-0.037635256105567776,0.02827361647017915,0.042571444461294905,-0.030603714449339767,0.036620315311886295,-0.04911569367628928,0.01735335468071416,0.013263908148921411,-0.07297940346159247,0.02002915243427393,-0.043784427430451044,0.030283112001725714,0.06058569051679225
27,1,-0.01720497022678146,0.016729363234657672,-0.06563258407229443,0.026018135542398044,-0.013290189451289153,0.07091152689121363,-0.03882664439724782,-0.05538719668325085,0.051204167977084596,0.006434901048863328,-0.017384184325203632,0.027495284822897655,-0.032494477165821,0.13604347766373368,-0.0967490489332983,-0.1304184048591673,0.1325069709729939,-0.042141957774634135,0.12116148631862624,0.06577616259382112
27,3,-0.017185308552587958,0.016288029069392928,-0.0648015594546366,0.021987060305982242,-0.008847209558048272,0.07357502626249925,-0.033187586850714844,-0.061740763078198625,0.043054942892163967,-3.277562575960804e-05,-0.0050520216266467695,0.02390499914138274,-0.03528046401559056,0.14418901406419654,-0.11357239068390691,-0.12409980174685037,0.12964414915431954,-0.045244534708387366,0.11263338010358796,0.06508758973095531
